Legacy Site Name,Description,Website Name,Corporate Name,Email Communication Sent,Analytics Tag,JIRA Ticket,Notes,
news-journalonline,Daytona Beach News-Journal,News-JournalOnline.com,"Gatehouse Media, Inc.",,,,,
news-leader,News-Leader,news-leader.com,"Gannett Co., Inc.",,,,,
news-press,The News-Press,news-press.com,"Gannett Co., Inc.",,,,,
newsadvance,The News & Advance,NewsAdvance.com,"Lee Enterprises, Inc.",,,,,
newsadvance-nelsoncountytimes,Nelson County Times,https://newsadvance.com/community/nelson_county_times/,"Lee Enterprises, Inc.",,,,,
newsadvance-NewEraProgress,Amherst New Era-Progress,https://newsadvance.com/community/new_era_progress/,"Lee Enterprises, Inc.",,,,,
newsday,Newsday,Newsday.com,Newsday,x,"PROD:
<script src=""https://www.newsday.com/js/launch-prod/launch-ENe1484b2b97da4cf1bd7f7a777f05562c.min.js"" async></script> 
<script>
window.appEventData = window.appEventData || [];
window.appEventData.push({
  ""event"": ""pageData"",
  ""page"": {
    ""siteLanguage"": ""en-us"",
    ""siteCountry"": ""US"",
	""hotjar"": ""false"",
	""videoviews"": ""0"",
    ""pageName"": ""legacy - newsday:long island:obituaries:legacy"",
	""serverName"": ""newsday"",
	""siteSection"": ""long island"",
	""siteSubSection"": ""obituaries"",
	""siteSubSection2"": ""legacy"",
	""siteSubSection3"": ""legacy"",
	""siteSubSection4"": ""legacy"",
	""contentTitle"": ""legacy"",
	""contentId"": """",
	""contentSource"": ""newsday"",
	""hier"": ""newsday:Long island:obituaries:legacy"",
	""categories"": """",
	""section"": ""obituaries"",
	""author"": """",
	""pubDate"": """",
	""contentView"": ""web"",
	""contentType"": ""3rd party"",
	""setBlocked"": ""open""
  }
});
</script>



STAGE:
<script src=""//stage.newsday.com/js/launch-stage/launch-ENc2f8efa87d114144b627d5b3709d9cab-staging.min.js"" async></script>
<script>
window.appEventData = window.appEventData || [];
window.appEventData.push({
  ""event"": ""pageData"",
  ""page"": {
    ""siteLanguage"": ""en-us"",
    ""siteCountry"": ""US"",
	""hotjar"": ""false"",
	""videoviews"": ""0"",
    ""pageName"": ""legacy - newsday:long island:obituaries:legacy"",
	""serverName"": ""newsday"",
	""siteSection"": ""long island"",
	""siteSubSection"": ""obituaries"",
	""siteSubSection2"": ""legacy"",
	""siteSubSection3"": ""legacy"",
	""siteSubSection4"": ""legacy"",
	""contentTitle"": ""legacy"",
	""contentId"": """",
	""contentSource"": ""newsday"",
	""hier"": ""newsday:Long island:obituaries:legacy"",
	""categories"": """",
	""section"": ""obituaries"",
	""author"": """",
	""pubDate"": """",
	""contentView"": ""web"",
	""contentType"": ""3rd party"",
	""setBlocked"": ""open""
  }
});
</script>",CS-34847,"The paper would like to see the code on a test site, there is code for a stage version and a prod version. ",
newsexaminer,Connersville News Examiner,https://www.newsexaminer.com/,Paxton Media Group LLC,,,,,
newsguardian-uk,News Guardian,newsguardian.co.uk,Johnston Press plc,,,,,
newsherald,Panama City News Herald,NewsHerald.com,"Gatehouse Media, Inc.",,,,,
newsitem,The News Item,NewsItem.com,"Sample News Group, LLC",,,,,
newsleader,The News Leader,newsleader.com,"Gannett Co., Inc.",,,,,
newsletter-ie,Belfast Newsletter,newsletter.co.uk,Johnston Press plc,,,,,
newsminer,Daily News-Miner,newsminer.com,Fairbanks Daily News-Miner,,,,,
newsobserver,The News & Observer,NewsObserver.com,The McClatchy Company,,,,,
newsoptimist,The Battlefords News-Optimist,newsoptimist.ca,Glacier Media Inc.,,,,,
newspostleader-uk,News Post Leader,newspostleader.co.uk,Johnston Press plc,,,,,
newsrecord,News-Record,PostCrescent.com,"Gannett Co., Inc.",,,,,
newsrepublican,Boone News,NewsRepublican.com,"Gatehouse Media, Inc.",,,,,
newssun,The Highlands News-Sun,newssun.com,"APG - Adams Publishing Company, LLC",,,,,
newstimes,The News-Times,NewsTimes.com,Hearst Newspapers,,,,,
newstrib,News Tribune,https://www.newstrib.com/,Shaw Media,,,,,
newstribuneinfo,Mineral Daily News-Tribune,newstribune.info,"Gatehouse Media, Inc.",,,,,
newsvirginian,The News Virginian,NewsVirginian.com,"Lee Enterprises, Inc.",,,,,
newswatchman,Pike County News Watchman,newswatchman.com,"APG - Adams Publishing Company, LLC",,,,,
newszapde,Delaware State News,NewsZap.com,"Independent Newspapers, Inc.",,,,,
newszapfl,Lake Okeechobee News and SouthCentralLife.com,lakeokeechobeenews.com,"Independent Newspapers, Inc.",,,,,
newszapmd,NewsZapMD,NewsZap.com,"Independent Newspapers, Inc.",,,,,
newtimesslo,New Times San Luis Opisbo,https://www.newtimesslo.com/,New Times Media Group,,,,,
newtoncountytimes,Newton County Times,newtoncountytimes.com,Phillips Media,,,,,
newtownabbeytoday-ie,Newtownabbey Times,newtownabbeytoday.co.uk,Johnston Press plc,,,,,
nhregister,New Haven Register,nhregister.com,Hearst Newspapers,,,,,
niagarafallsreview,Niagara Falls Review,https://www.niagarafallsreview.ca/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
niagarathisweek,Niagara This Week,https://www.niagarathisweek.com/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
njherald,The New Jersey Herald,njherald.com,"Gatehouse Media, Inc.",,,,,
njnewjersey,New Jersey News,njnewjersey.com,Yellow Pages Online LLC,,,,,
nky,Kentucky Enquirer,nky.cincinnati.com,"Gannett Co., Inc.",,,,,
nola,The Times-Picayune,nola.com,Capital City Press,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,,
nonpareilonline,The Daily Nonpareil,NonpareilOnline.com,"Lee Enterprises, Inc.",,,,,
northamptonchron-uk,Northampton Chronicle and Echo,northamptonchron.co.uk,Johnston Press plc,,,,,
northantstelegraph-uk,Northamptonshire Telegraph,northantstelegraph.co.uk,Johnston Press plc,,,,,
northaugustastar,North Augusta Star,northaugustastar.com,Evening Post Industries,,,,,
northbaynipissing,North Bay Nipissing News,https://www.northbaynipissing.com/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
northdallasgazette,North Dallas Gazette,https://northdallasgazette.com/,"Minority Opportunity News, Inc.",,,,,
NorthernAdvocate-NZ,www.northernadvocate.co.nz,northernadvocate.co.nz,APN News & Media New Zealand,,,,,
northernneckgroup,Northern Neck Group,northernnecknews.com,"Lakeway Publishers, Inc.",,,,,
NorthfieldNews,Northfield News,https://www.southernminn.com/northfield_news/,"APG - Adams Publishing Company, LLC",,,,,
northjersey,The Record/Herald News,NorthJersey.com,"Gannett Co., Inc.",,,,,
northport,Sun Newspapers,YourSun.com,"APG - Adams Publishing Company, LLC",,,,,
northumberlandgazette-uk,Northumberland Gazette,northumberlandgazette.co.uk,Johnston Press plc,,,,,
northumberlandnews,Northumberland News,https://www.northumberlandnews.com/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
northyorkshirenews-uk,The North Yorkshire News,northyorkshirenews.com,Johnston Press plc,,,,,
norwichbulletin,Norwich Bulletin,norwichbulletin.com,"Gatehouse Media, Inc.",,,,,
nptelegraph,North Platte Telegraph,nptelegraph.com,"Lee Enterprises, Inc.",,,,,
nsnews,North Shore News,nsnews.com,Glacier Media Inc.,,,,,
nvdaily,Northern Virginia Daily,nvdaily.com,"Ogden Newspapers, Inc.",,,,,
nwfdailynews,Northwest Florida Daily News,nwfdailynews.com,"Gatehouse Media, Inc.",,,,,
nwherald,Northwest Herald,nwherald.com,Shaw Media,,,,,
nwitimes,The Times,nwitimes.com,"Lee Enterprises, Inc.",,,,,
nydailynews,Daily News,nydailynews.com,Tribune Publishing,x,"<!-- Google Tag Manager -->
<script>(function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start':
new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],
j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src=
'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);
})(window,document,'script','dataLayer','GTM-KSNSZQ6');</script>
<!-- End Google Tag Manager -->
Additionally, paste this code immediately after the opening <body> tag:
<!-- Google Tag Manager (noscript) -->
<noscript><iframe src=""https://www.googletagmanager.com/ns.html?id=GTM-KSNSZQ6""
height=""0"" width=""0"" style=""display:none;visibility:hidden""></iframe></noscript>
<!-- End Google Tag Manager (noscript) -->",CS-34847,Client is requesting a comScore traffic assignment. Is this possible? Copy the code below and paste it onto every page of your website. Paste this code as high in the <head> of the page as possible,
nynewsyork,NY News York.com,nynewsyork.com,Yellow Pages Online LLC,,,,,
nytimes,New York Times,NYTimes.com,New York Times Company,,,,,
nzherald-nz,The New Zealand Herald,nzherald.co.nz,APN News & Media New Zealand,,,,,
oanow,The Opelika-Auburn News,oanow.com,"Lee Enterprises, Inc.",,,,,
oaoa,Odessa American,oaoa.com,"AIM Media Texas, LLC",,,,,
observer-reporter,Observer-Reporter,Observer-Reporter.com,"Ogden Newspapers, Inc.",,,,,
observergroup,Observer Group,https://www.chron.com/,Hearst Newspapers,,,,,
observernewsonline,Observer News Enterprise,observernewsonline.com,Heritage Publications,,,,,
ocala,Ocala Star-Banner,ocala.com,"Gatehouse Media, Inc.",,,,,
ocala-gazette,Ocala Gazette,https://www.ocalagazette.com/,Magnolia Media Company,,,,,
ocontocountyreporter,Oconto County Reporter,ocontocountyreporter.com,"Gannett Co., Inc.",,,,,
oelweindailyregister,Oelwein Daily Register,CommunityNewspaperGroup.com,"CMG - Community Media Group, Inc.",,,,,
ogden-ut,Ogden-Utah,legacy.com,Ogden-UT,,,,,
oglecountynews,Ogle County News,https://www.oglecountynews.com/,Shaw Media,,,,,
ohio,Akron Beacon Journal,Ohio.com,"Gatehouse Media, Inc.",,,,,
ohiovalleypublishing,Ohio Valley Publishing,www.mydailysentinel.com,AIM Media Management of Dallas,,,,,
okanaganvalley,Okanagan Valley Newspaper Group,kelownadailycourier.ca,Continental Newspapers Canada LTD,,,,,
oklahoman,Oklahoman,NewsOK.com,"Gatehouse Media, Inc.",,,,,
oldhamera,The Oldham Era,oldhamera.com,"Landmark Communications, Inc.",,,,,
oldsalbertan,Olds Albertan,oldsalbertan.ca,Great West,,,,,
oleantimesherald,Olean Times Herald,oleantimesherald.com,"CMG - Community Media Group, Inc.",,,,,
omaha,Omaha World-Herald,Omaha.com,"Lee Enterprises, Inc.",,,,,
oneidadispatch,Oneida Daily Dispatch,oneidadispatch.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-23""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-23', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'oneidadispatch.com',
	'Publisher Product': 'oneidadispatch.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-23'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
onlineathens,Athens Banner-Herald,onlineathens.com,"Gatehouse Media, Inc.",,,,,
onlinechester,The News & Reporter,onlinechester.com,"Landmark Communications, Inc.",,,,,
opinion-tribune,The Opinion-Tribune,opinion-tribune.com,"Landmark Communications, Inc.",,,,,
orangecounty,Orange County Register,OCRegister.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-15""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-15', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'ocregister.com',
	'Publisher Product': 'ocregister.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-15'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
OrangeCountyNews,Orange County News,https://localocn.com/,CommunityMedia Corporation,,,,,
orangeville,Orangeville News,https://www.orangeville.com/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
oregon,The Oregonian,OregonLive.com,"Advance Publications, Inc.",,,,,
orlandosentinel,Orlando Sentinel,OrlandoSentinel.com,Tribune Publishing,x,"<!-- Google Tag Manager -->
<script>(function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start':
new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],
j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src=
'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);
})(window,document,'script','dataLayer','GTM-KSNSZQ6');</script>
<!-- End Google Tag Manager -->
Additionally, paste this code immediately after the opening <body> tag:
<!-- Google Tag Manager (noscript) -->
<noscript><iframe src=""https://www.googletagmanager.com/ns.html?id=GTM-KSNSZQ6""
height=""0"" width=""0"" style=""display:none;visibility:hidden""></iframe></noscript>
<!-- End Google Tag Manager (noscript) -->",CS-34847,Client is requesting a comScore traffic assignment. Is this possible? Copy the code below and paste it onto every page of your website. Paste this code as high in the <head> of the page as possible ,
osceolanewsgazette,Osceola News Gazette,AroundOsceola.com,American Hometown Publishing,,,,,
oscodapress,Oscoda Press,oscodapress.com,"CMG - Community Media Group, Inc.",,,,,
oshkoshherald,Oshkosh Herald,https://oshkoshherald.com/,Oshkosh Herald,,,,,
ourgazette,The Gazette,https://www.ourgazette.com/,Evening Post Industries,,,,,
ourmidland,Midland Daily News,OurMidland.com,Hearst Newspapers,,,,,
OwatonnaPeoplesPress,Owatonna People's Press,https://www.southernminn.com/owatonna_peoples_press/,"APG - Adams Publishing Company, LLC",,,,,
owentonnewsherald,The News-Herald,owentonnewsherald.com,"Landmark Communications, Inc.",,,,,
pacificsun,Pacific Sun,https://pacificsun.com,Metrosa,,,,,
pagelandprogressive,Progressive Journal,pagelandprogressive.com,"Landmark Communications, Inc.",,,,,
paherald,Prince Albert Daily Herald,paherald.sk.ca/,Prince Albert Daily Herald,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-122937089-1""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-122937089-1');
</script>
",CS-34847,,
pajaronian,Watsonville Pajaronian,https://register-pajaronian.com/,New SV Media,,,,,
pal-item,The Palladium-Item,pal-item.com,"Gannett Co., Inc.",,,,,
palmbeachdailynews,Palm Beach Daily News,palmbeachdailynews.com,"Gatehouse Media, Inc.",,,,,
palmbeachpost,The Palm Beach Post,palmbeachpost.com,"Gatehouse Media, Inc.",,,,,
paloverdevalleytimes,Palo Verde Valley Times & Quartzsite Times,paloverdevalleytimes.com,Rhode Island Suburban Newspapers Inc.,,,,,
pantagraph,The Pantagraph,pantagraph.com,"Lee Enterprises, Inc.",,,,,
paradisepost,Paradise Post,ParadisePost.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-17""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-17', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'paradisepost.com',
	'Publisher Product': 'paradisepost.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-17'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
paragoulddailypress,Paragould Daily Press,https://www.paragoulddailypress.com/,Paxton Media Group LLC,,,,,
paramountjournal,Paramount Journal,https://paramountjournal.org/,CommunityMedia Corporation,,,,,
paris-express,Paris Express,www.paris-express.com/,"Gatehouse Media, Inc.",,,,,
parkerpioneer,Parker Pioneer,parkerpioneer.net,"Western News & Info, Inc",,,,,
parklandreview,Parkland Review and Tisdale Recorder,parklandreview.ca,Glacier Media Inc.,,,,,
parrysound,Parry Sound News,https://www.parrysound.com/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
pasadena,The Pasadena Citizen,YourHoustonNews.com,Hearst Newspapers,,,,,
pasadenastarnews,Pasadena Star-News,PasadenaStarNews.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-15""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-15', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'pasadenastarnews.com',
	'Publisher Product': 'pasadenastarnews.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-15'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
pawtuckettimes,Pawtucket Times,pawtuckettimes.com,Heritage Publications,,,,,
pe,The Press-Enterprise,pe.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-15""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-15', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'pe.com',
	'Publisher Product': 'pe.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-15'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
pearland,The Pearland Journal,YourHoustonNews.com,Hearst Newspapers,,,,,
pekintimes,Pekin Daily Times,https://www.pekintimes.com/,"Gatehouse Media, Inc.",,,,,
pendletoday-uk,Pendle Today,pendletoday.co.uk,Johnston Press plc,,,,,
peninsulaclarion,Peninsula Clarion,peninsulaclarion.com,"Sound Publishing, Inc.",,,,,
peninsuladailynews,Peninsula Daily News,peninsuladailynews.com,Black Press,,,,,
pennlive,Patriot-News,pennlive.com,"Advance Publications, Inc.",,,,,
pensacolanewsjournal,the Pensacola News Journal,PensacolaNewsJournal.com,"Gannett Co., Inc.",,,,,
perrycountynews,Perry County News,perrycountynews.com,"Landmark Communications, Inc.",,,,,
perrytribune,Perry County Tribune,perrytribune.com,"APG - Adams Publishing Company, LLC",,,,,
perutribune,Peru Tribune,https://www.perutribune.com/,Paxton Media Group LLC,,,,,
petaluma360,Petaluma Argus-Courier,petaluma360.com,"Sonoma Media Investments, LLC",,,,,
peterboroughtoday-uk,Peterborough Telegraph,peterboroughtoday.co.uk,Johnston Press plc,,,,,
pickenssentinel,The Sentinel-Progress,pickenssentinel.com,"Champion Media, LLC",,,,,
pilotonline,The Virginian-Pilot,pilotonline.com,Tribune Publishing,x,"<!-- Google Tag Manager -->
<script>(function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start':
new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],
j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src=
'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);
})(window,document,'script','dataLayer','GTM-KSNSZQ6');</script>
<!-- End Google Tag Manager -->
Additionally, paste this code immediately after the opening <body> tag:
<!-- Google Tag Manager (noscript) -->
<noscript><iframe src=""https://www.googletagmanager.com/ns.html?id=GTM-KSNSZQ6""
height=""0"" width=""0"" style=""display:none;visibility:hidden""></iframe></noscript>
<!-- End Google Tag Manager (noscript) -->",CS-34847,Client is requesting a comScore traffic assignment. Is this possible? Copy the code below and paste it onto every page of your website. Paste this code as high in the <head> of the page as possible,
pinerivertimes,Pine River Times,pinerivertimes.com,Ballantine Communications,,,,,
pioneernews,The Pioneer News,pioneernews.net,"Landmark Communications, Inc.",,,,,
pjstar,Peoria Journal Star,PJStar.com,"Gatehouse Media, Inc.",,,,,
placerherald,"""Placer Herald, The""",PlacerHerald.com,"Brehm Communications, Inc.",,,,,
pocklingtonpost-uk,Pocklington Post,pocklingtonpost.co.uk,Johnston Press plc,,,,,
poconorecord,Pocono Record,PoconoRecord.com,"Gatehouse Media, Inc.",,,,,
polkonline,News-Chief,polkonline.com,"Gatehouse Media, Inc.",,,,,
pomeradonews,Pomerado News,pomeradonews.com,NantMedia Holdings,,,,,
pontefractandcastlefordexpress-uk,Pontefract and Castleford Express,pontefractandcastlefordexpress.co.uk,Johnston Press plc,,,,,
portadowntimes-ie,Portadown Times,portadowntimes.co.uk,Johnston Press plc,,,,,
portcharlotte,Sun Newspapers,YourSun.com,"APG - Adams Publishing Company, LLC",,,,,
portclintonnewsherald,News Herald,portclintonnewsherald.com,"Gannett Co., Inc.",,,,,
portsmouth-dailytimes,The Daily Times,portsmouth-dailytimes.com,AIM Media Management of Dallas,,,,,
portsmouth-uk,Portsmouth News,portsmouth.co.uk,Johnston Press plc,,,,,
post-tribune,Post Tribune,ChicagoTribune.com,Tribune Publishing,x,"<!-- Google Tag Manager -->
<script>(function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start':
new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],
j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:'';j.async=true;j.src=
'https://www.googletagmanager.com/gtm.js?id='+i+dl;f.parentNode.insertBefore(j,f);
})(window,document,'script','dataLayer','GTM-KSNSZQ6');</script>
<!-- End Google Tag Manager -->
Additionally, paste this code immediately after the opening <body> tag:
<!-- Google Tag Manager (noscript) -->
<noscript><iframe src=""https://www.googletagmanager.com/ns.html?id=GTM-KSNSZQ6""
height=""0"" width=""0"" style=""display:none;visibility:hidden""></iframe></noscript>
<!-- End Google Tag Manager (noscript) -->
",CS-34847,Client is requesting a comScore traffic assignment. Is this possible? Copy the code below and paste it onto every page of your website. Paste this code as high in the <head> of the page as possible,
postcrescent,Appleton Post-Crescent,PostCrescent.com,"Gannett Co., Inc.",,,,,
postregister,Post Register,PostRegister.com,"APG - Adams Publishing Company, LLC",,,,,
postsouth,Plaquemine Post South,postsouth.com,"Gatehouse Media, Inc.",,,,,
poststar,Post-Star,PostStar.com,"Lee Enterprises, Inc.",,,,,
poteaudailynews,Poteau Daily News,poteaudailynews.com,Heritage Publications,,,,,
potterleaderenterprise,Potter Leader-Enterprise,potterleaderenterprise.com,"CMG - Community Media Group, Inc.",,,,,
pottsmerc,The Mercury,Pottsmerc.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-27""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-27', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'pottsmerc.com',
	'Publisher Product': 'pottsmerc.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-27'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
poughkeepsiejournal,Poughkeepsie Journal,poughkeepsiejournal.com,"Gannett Co., Inc.",,,,,
powdersvillepost,The Powdersville Post,powdersvillepost.com,"Champion Media, LLC",,,,,
